0.512818, 0.336513, 0.271081, 0.183659, 0.522437, 0.707798, 0.129747, 0.174252, 0.340984, 0.497418
0.412765, 0.220075, 0.192471, 0.115475, 0.128198, 0.312923, 0.185593, 0.0883078, 0.250961, 0.40185
0.321579, 0.126175, 0.0595846, 0.159952, 0.432203, 0.115009, 0.0419354, 0.0871233, 0.138656, 0.255839
0.384751, 0.114231, 0.0247277, 0.0136029, 0.175819, 0.234309, 0.0338552, 0.0155021, 0.0833233, 0.221799
0.239884, 0.142817, 0.0253865, 0.0113952, 0.15271, 0.104309, 0, 0.00390219, 0.0815857, 0.234293
0.222972, 0.080797, 0.0116956, 0.005728, 0.153696, 0.0632151, 0.00210069, 0.0170595, 0.132237, 0.224963
0.241141, 0.0850794, 0.0678409, 0.0130067, 0.101744, 0.152364, 0.0310146, 0.0211705, 0.0817876, 0.298734
0.263288, 0.15493, 0.164539, 0.0775095, 0.29763, 0.116752, 0.0585208, 0.0685865, 0.146427, 0.385072
0.404916, 0.20777, 0.139322, 0.221779, 0.177832, 0.213871, 0.245365, 0.19692, 0.299593, 0.535057
0.502575, 0.254084, 0.205202, 0.203177, 0.609503, 0.368808, 0.306179, 0.264413, 0.407408, 0.478184
