0.0523283, 0.0215404, 0.0340258, 0.0340258, 0.0340258, 0.0382011, 0.0365212, 0.0365212, 0.0365212, 0.333994, 0.0331273, 0.0331273, 0.0234907, 0.0234907, 0.0234907, 0.0292295, 0.0306471, 0.0525358, 0.0518144
0.0831163, 0.063, 0.0529865, 0.0421059, 0.026949, 0.0439776, 0.0156019, 0.0339241, 0.0117555, 0.148249, 0.0189501, 0.0560134, 0.0104923, 0.0199572, 0.0142997, 0.030406, 0.0306471, 0.0578442, 0.051093
0.0312616, 0.0312616, 0.0344467, 0.0114993, 0.0308506, 0.0509745, 0.0242935, 0.0329851, 0.0249511, 0.115168, 0.0783639, 0.129613, 0.0107069, 0.0109215, 0.0136832, 0.0160553, 0.0316837, 0.0327203, 0.051093
0.027955, 0.038891, 0.0376317, 0.0347961, 0.0347521, 0.0413634, 0.013097, 0.056086, 0.0169171, 0.114208, 0.04156, 0.0542937, 0.00363396, 0.0146652, 0.0130667, 0.0310286, 0.0580903, 0.0593881, 0.0516419
0.027955, 0.0167828, 0.0213774, 0.0148396, 0.0270168, 0.0329986, 0.0298765, 0.140419, 0.103454, 0.160356, 0.032369, 0.023178, 0.0136491, 0.0178803, 0.0182602, 0.0186402, 0.0226223, 0.0266044, 0.0363084
0.0930818, 0.050421, 0.025972, 0.0281152, 0.021035, 0.0396991, 0.0267545, 0.0584661, 0.0664879, 0.169813, 0.0170308, 0.0335298, 0.00941789, 0.0195082, 0.0230155, 0.0311762, 0.0172358, 0.0368388, 0.0363084
0.0286168, 0.0282045, 0.0253302, 0.0183533, 0.0196941, 0.0318417, 0.0184185, 0.0100825, 0.0400665, 0.261422, 0.0407493, 0.0644678, 0.0116179, 0.00902548, 0.0176563, 0.0331723, 0.0227559, 0.0282761, 0.0347284
0.0286168, 0.0402279, 0.0246884, 0.0233735, 0.0111957, 0.028862, 0.00905192, 0.025446, 0.0136451, 0.155136, 0.00420459, 0.0442684, 0.0138179, 0.0183047, 0.0122971, 0.0287549, 0.0113951, 0.0345319, 0.0347284
0.0286168, 0.0324682, 0.0264766, 0.0148008, 0.0133514, 0.0297987, 0.0205896, 0.0637212, 0.0386831, 0.177452, 0.0255757, 0.0469469, 0.0162394, 0.0186609, 0.0203282, 0.0250903, 0.0223485, 0.0297876, 0.0297876
0.0216337, 0.0388753, 0.0282647, 0.0241157, 0.011902, 0.0250804, 0.0113805, 0.0568683, 0.0107643, 0.125571, 0.00319396, 0.0226828, 0.00956519, 0.0297257, 0.0219956, 0.0333307, 0.0196067, 0.033926, 0.0233437
0.0283606, 0.0283606, 0.0245731, 0.0175487, 0.0183721, 0.0191956, 0.0152881, 0.075594, 0.0431791, 0.182491, 0.0125161, 0.0147036, 0.0160287, 0.0424048, 0.024872, 0.0277485, 0.0257201, 0.0236918, 0.0236918
0.0357643, 0.0376075, 0.0208814, 0.0369382, 0.0449187, 0.0271682, 0.00838992, 0.0344208, 0.0105977, 0.13595, 0.0103287, 0.0263823, 0.0173538, 0.0402409, 0.021581, 0.0358945, 0.0326686, 0.0430199, 0.0352681
0.0357643, 0.0233772, 0.0245845, 0.0257917, 0.0268884, 0.0192887, 0.0144574, 0.0205027, 0.0282976, 0.187167, 0.0337425, 0.0494453, 0.0252885, 0.0332233, 0.0212027, 0.0208243, 0.0260198, 0.0309189, 0.0352681
0.0457024, 0.0408914, 0.0300431, 0.032956, 0.0279851, 0.0366416, 0.00962616, 0.042789, 0.0360924, 0.131633, 0.0180396, 0.0358808, 0.012758, 0.0252755, 0.0184626, 0.029491, 0.0211206, 0.0453244, 0.0582856
0.0397263, 0.0185007, 0.0242719, 0.0120468, 0.020016, 0.0571879, 0.037228, 0.0982932, 0.0671928, 0.135823, 0.0342616, 0.0286408, 0.0147678, 0.0129691, 0.0170877, 0.0232007, 0.0251701, 0.0271395, 0.0582856
0.0397263, 0.0418422, 0.0462576, 0.0229634, 0.00893441, 0.0411722, 0.0172681, 0.0791464, 0.0201621, 0.0892997, 0.0398824, 0.0540574, 0.0165664, 0.0314995, 0.0157127, 0.0358841, 0.0456811, 0.0641941, 0.0796057
0.0397263, 0.0143102, 0.0194114, 0.0126937, 0.0153787, 0.0356173, 0.0264427, 0.0884058, 0.0503232, 0.0786388, 0.0592606, 0.081975, 0.0433199, 0.0638223, 0.0217701, 0.0250639, 0.0395257, 0.0338444, 0.061025
0.0809355, 0.0439695, 0.0245127, 0.0295078, 0.0180638, 0.0313891, 0.0171225, 0.0532091, 0.0220076, 0.119499, 0.0133753, 0.0779452, 0.0228174, 0.0404177, 0.0184763, 0.046534, 0.0452069, 0.0615373, 0.061025
0.0518119, 0.0226882, 0.0245127, 0.0330362, 0.020482, 0.020482, 0.020482, 0.0436664, 0.0436664, 0.292857, 0.103554, 0.103554, 0.026718, 0.026718, 0.026718, 0.049239, 0.0452069, 0.0355778, 0.0483014
