0.00188624, 0.00308162, 0.00308162, 0.00202949, 0.00202949, 0.00202949, 0.00202949, 0.00257964, 0.00365758, 0.00632469, 0.00720315, 0.00632469, 0.00632469, 0.00374857, 0.00328059, 0.00207937, 0.00163686, 0.00157908, 0.0013891, 0.00275675, 0.00870106, 0.00996167, 0.00870106, 0.00796861, 0.00510648, 0.00569865, 0.00635182, 0.00660647, 0.00639802, 0.00852602, 0.00672734, 0.00516018, 0.00445939, 0.00197784, 0.00197784, 0.00125943, 0.000990795, 0.0010107, 0.00130528, 0.0016315, 0.00137826, 0.00346434, 0.00562877, 0.00863922, 0.00571126, 0.00325924, 0.00151821, 0.00325924, 0.00336544, 0.00336544, 0.00195216, 0.00195216, 0.00378619, 0.00470761, 0.00433135, 0.00433135, 0.00342512, 0.00338505, 0.00338505
0.00178173, 0.00188624, 0.00202949, 0.00202949, 0.00202949, 0.00179214, 0.00179214, 0.00202949, 0.00275154, 0.00572672, 0.00632469, 0.00632469, 0.00632469, 0.00374857, 0.00328059, 0.00326165, 0.00207937, 0.00176906, 0.00163686, 0.00177241, 0.00737695, 0.00870106, 0.00870106, 0.00796861, 0.00510648, 0.00510648, 0.00569865, 0.00635182, 0.00660647, 0.00809392, 0.00672734, 0.00672734, 0.00516018, 0.00390436, 0.00197784, 0.00125943, 0.000990795, 0.0010107, 0.0010107, 0.00161675, 0.00137826, 0.0016315, 0.00346434, 0.00562877, 0.00571126, 0.00571126, 0.00325924, 0.00325924, 0.00325924, 0.00336544, 0.00336544, 0.00265346, 0.00324103, 0.00433135, 0.00470761, 0.00478862, 0.00433135, 0.00342512, 0.00338505
0.00188624, 0.00188624, 0.00188624, 0.00188624, 0.0015583, 0.00115298, 0.00115298, 0.00202949, 0.00257964, 0.00365758, 0.00572672, 0.00572672, 0.00464829, 0.00297653, 0.00326165, 0.00326165, 0.00326165, 0.00310946, 0.00177241, 0.00310946, 0.0052538, 0.00737695, 0.00796861, 0.00510648, 0.00257856, 0.00510648, 0.00569865, 0.00660647, 0.00672734, 0.00852602, 0.00852602, 0.00672734, 0.00516018, 0.00390436, 0.00197784, 0.000918278, 0.000840809, 0.000840809, 0.0010107, 0.00161675, 0.0016315, 0.00184929, 0.00346434, 0.00562877, 0.00571126, 0.00571126, 0.00331889, 0.00325924, 0.00325924, 0.00336544, 0.00518365, 0.00336544, 0.00265346, 0.00324103, 0.00433135, 0.00470761, 0.00478862, 0.00433135, 0.00338505
0.00257372, 0.00229437, 0.00188624, 0.00176236, 0.0015583, 0.00118518, 0.00115298, 0.00118518, 0.00215434, 0.00365758, 0.00464829, 0.00464829, 0.00400172, 0.00220449, 0.00237958, 0.00326165, 0.00326165, 0.00330975, 0.00326165, 0.00389726, 0.00428751, 0.0052538, 0.00428751, 0.00257856, 0.0021902, 0.00257856, 0.00608592, 0.00660647, 0.00888, 0.00888, 0.00852602, 0.00607401, 0.00516018, 0.00278678, 0.00139431, 0.000918278, 0.000840809, 0.000966281, 0.0010107, 0.00211065, 0.00211065, 0.00211065, 0.00266928, 0.00562877, 0.00562877, 0.0051331, 0.00385523, 0.00314602, 0.00314602, 0.0061241, 0.0061241, 0.00578112, 0.00265346, 0.00265346, 0.00380929, 0.00478862, 0.00478862, 0.00478862, 0.00338505
0.00491354, 0.00260891, 0.00229437, 0.00188624, 0.00175574, 0.00164816, 0.00148553, 0.00164816, 0.00164816, 0.00307538, 0.00403604, 0.00403604, 0.00400172, 0.0025067, 0.00237958, 0.0025067, 0.00326165, 0.00330975, 0.00330975, 0.0036852, 0.00396349, 0.00396349, 0.00333852, 0.00257856, 0.0021902, 0.00442114, 0.00608592, 0.00660647, 0.00888, 0.00888, 0.00852602, 0.00607401, 0.00516018, 0.0034021, 0.00119718, 0.000998513, 0.000966281, 0.000998513, 0.00171909, 0.00211065, 0.00211065, 0.00218888, 0.00323678, 0.00780434, 0.00728498, 0.00728498, 0.00453627, 0.00453627, 0.00576858, 0.0061241, 0.00653094, 0.00653094, 0.00265346, 0.00248666, 0.00265346, 0.00435434, 0.00565386, 0.00565386, 0.00338505
0.00491354, 0.00491354, 0.00260891, 0.00229437, 0.00197209, 0.00175574, 0.00164816, 0.00164816, 0.00190867, 0.00190867, 0.00307538, 0.00400172, 0.00400172, 0.00400172, 0.0025067, 0.0025067, 0.0025067, 0.00330975, 0.00330975, 0.00330975, 0.00290917, 0.00333852, 0.00333852, 0.00333852, 0.00413417, 0.00456601, 0.00608592, 0.00613415, 0.00888, 0.00888, 0.00809876, 0.0056624, 0.00555754, 0.0034953, 0.0014551, 0.00116272, 0.00103037, 0.00103037, 0.00211065, 0.00218888, 0.00218888, 0.00266928, 0.00780434, 0.00923697, 0.00780434, 0.00814275, 0.00728498, 0.00576858, 0.00576858, 0.0061241, 0.00617562, 0.00617562, 0.00265346, 0.00248666, 0.00380929, 0.00485478, 0.00565386, 0.00565386, 0.00249011
0.00491354, 0.00491354, 0.00260891, 0.00260891, 0.00260891, 0.00226688, 0.00197209, 0.00197209, 0.00190867, 0.00190867, 0.00166301, 0.00307538, 0.00400172, 0.00400172, 0.00474226, 0.00273632, 0.0025067, 0.00166535, 0.00166535, 0.00166535, 0.00286605, 0.00288761, 0.00333852, 0.00413417, 0.00456601, 0.00503806, 0.00503806, 0.00608592, 0.00608592, 0.00809876, 0.00765673, 0.00613711, 0.0056624, 0.0035813, 0.00157785, 0.00119718, 0.00103701, 0.00103701, 0.00171909, 0.00245227, 0.00245227, 0.00780434, 0.0114333, 0.0114333, 0.00923697, 0.00814275, 0.00728498, 0.00576858, 0.00576858, 0.00576858, 0.00555642, 0.00470722, 0.00246569, 0.00248666, 0.00380929, 0.00435434, 0.00485478, 0.00435434, 0.00165149
0.00260891, 0.00344612, 0.00342067, 0.00342067, 0.00381912, 0.00381912, 0.00381912, 0.00380527, 0.00303924, 0.00190867, 0.00166301, 0.00179128, 0.00328688, 0.00474226, 0.00781087, 0.00781087, 0.00286146, 0.00273632, 0.00157818, 0.0015799, 0.0016792, 0.00281082, 0.00333852, 0.00456601, 0.00503806, 0.00608592, 0.00503806, 0.00608592, 0.00520812, 0.00765673, 0.0056624, 0.00613711, 0.00555754, 0.0035813, 0.00213703, 0.00140325, 0.00106714, 0.00106714, 0.00171909, 0.00245227, 0.00273943, 0.00780434, 0.0114333, 0.0114333, 0.00923697, 0.00728498, 0.00514438, 0.00555642, 0.00555642, 0.00555642, 0.00508253, 0.00323882, 0.00209588, 0.00246569, 0.00307149, 0.00435434, 0.00435434, 0.00249011, 0.00153727
0.0021879, 0.00260891, 0.00344612, 0.00518955, 0.00518955, 0.00518955, 0.00394372, 0.00394372, 0.00380527, 0.00303924, 0.00211369, 0.00211369, 0.00211369, 0.00328688, 0.00781087, 0.00781087, 0.0029866, 0.00286146, 0.00273632, 0.00273632, 0.00281082, 0.00281082, 0.00352788, 0.00503806, 0.00594194, 0.00725268, 0.00703301, 0.00725268, 0.00620389, 0.00769994, 0.00620389, 0.00613711, 0.00405617, 0.0033821, 0.00219893, 0.00157785, 0.0011353, 0.0011353, 0.00150045, 0.00171909, 0.0029718, 0.0056807, 0.0108754, 0.0108754, 0.00433585, 0.0026566, 0.0026566, 0.00514438, 0.00514438, 0.00576858, 0.00559259, 0.00470722, 0.00209588, 0.00246569, 0.00268678, 0.00307149, 0.00268678, 0.00207093, 0.00153727
0.0139501, 0.00472677, 0.008365, 0.008365, 0.008365, 0.00712019, 0.00657588, 0.00657588, 0.00549567, 0.00380527, 0.00344912, 0.00261175, 0.00211369, 0.00328688, 0.00328688, 0.00340403, 0.0029866, 0.00286146, 0.00273632, 0.00273632, 0.00281082, 0.00281082, 0.00437148, 0.00503806, 0.00703301, 0.00725268, 0.00725268, 0.00768728, 0.00703301, 0.00768728, 0.00551538, 0.00408489, 0.0033821, 0.00260693, 0.00221074, 0.00177615, 0.00140325, 0.00128373, 0.00150045, 0.00273943, 0.0029718, 0.00363841, 0.00498039, 0.00433585, 0.00177176, 0.00205816, 0.00261874, 0.00514438, 0.00625144, 0.00801376, 0.00801376, 0.00559259, 0.00209588, 0.00209588, 0.00268678, 0.00307149, 0.00268678, 0.00201943, 0.00153727
