-0.523099, -0.871531
-0.645251, -0.610389
-0.712216, -0.457187
-0.861222, -0.190956
-0.93334, -0.0379339
-0.877467, 0.0981245
-0.808951, 0.274391
-0.725929, 0.471393
-0.656042, 0.658053
-0.518668, 0.90718
-0.482043, -0.730624
-0.50582, -0.501667
-0.632693, -0.354919
-0.693942, -0.205854
-0.754623, -0.0609184
-0.709084, 0.100918
-0.660679, 0.237074
-0.608695, 0.402424
-0.547159, 0.608508
-0.499802, 0.75774
-0.381015, -0.576289
-0.434908, -0.421226
-0.54476, -0.270613
-0.581489, -0.130306
-0.634955, -0.0389979
-0.583951, 0.0574415
-0.500814, 0.252395
-0.500302, 0.419682
-0.48698, 0.51326
-0.393785, 0.610103
-0.278001, -0.410189
-0.252728, -0.287865
-0.363476, -0.259022
-0.40548, -0.100939
-0.462894, -0.0250745
-0.447328, 0.080463
-0.398802, 0.158149
-0.343457, 0.239162
-0.365684, 0.368677
-0.316229, 0.489824
-0.187953, -0.241629
-0.143586, -0.142699
-0.0526796, -0.0496775
-0.309654, -0.0709404
-0.211018, -0.00836238
-0.172487, 0.0879689
-0.255959, 0.148219
-0.0929623, 0.050626
-0.129712, 0.187781
-0.223995, 0.302316
0.144996, 0.230747
0.08784, 0.105514
0.280281, 0.172793
0.172494, 0.0992217
0.206931, 0.0442792
0.246318, 0.00375001
0.145914, -0.0119859
0.239574, -0.108252
0.0619975, -0.0168803
0.114452, -0.119952
0.256274, 0.374776
0.354865, 0.346989
0.376544, 0.29074
0.406248, 0.198352
0.420356, 0.0816516
0.367497, -0.000635306
0.335373, -0.128392
0.344586, -0.240967
0.216959, -0.257633
0.28802, -0.390929
0.328029, 0.510209
0.41738, 0.430735
0.497027, 0.348741
0.501242, 0.197091
0.555659, 0.100468
0.568059, -0.047322
0.50956, -0.182077
0.441995, -0.299965
0.40961, -0.421059
0.348843, -0.542648
0.410879, 0.659759
0.510983, 0.51614
0.626163, 0.304424
0.683043, 0.1861
0.713167, 0.0836909
0.734474, -0.0547025
0.65016, -0.214576
0.587311, -0.345613
0.50884, -0.544418
0.439209, -0.745312
0.51808, 0.862352
0.619911, 0.660551
0.7022, 0.448725
0.812537, 0.293373
0.881814, 0.120373
0.886761, -0.0323332
0.825938, -0.210009
0.72831, -0.430813
0.619714, -0.691221
0.51838, -0.916513
