0, 30, 31, 90, 120, 150, 180, 210, 273, 270, 300, 330, 360, 390, 420, 450, 480, 510, 540, 632, 600, 630, 660, 690, 720, 631, 780, 810, 840, 632
31, 31, 31, 181, 181, 181, 181, 273, 303, 273, 303, 273, 303, 273, 602, 602, 632, 631, 631, 631, 631, 631, 631, 631, 631, 631, 631, 811, 811, 811
2, 273, 273, 273, 273, 273, 273, 273, 273, 303, 273, 273, 602, 632, 602, 632, 602, 632, 602, 632, 602, 632, 602, 756, 602, 632, 602, 632, 811, 811
3, 31, 273, 273, 273, 273, 273, 273, 273, 273, 273, 273, 273, 602, 602, 726, 756, 726, 756, 726, 756, 726, 756, 726, 756, 726, 632, 602, 811, 811
4, 31, 366, 396, 366, 396, 366, 396, 366, 366, 366, 366, 366, 602, 602, 602, 726, 726, 726, 726, 726, 726, 726, 726, 726, 756, 726, 756, 726, 756
31, 31, 31, 366, 396, 366, 396, 366, 366, 366, 366, 366, 366, 366, 396, 726, 726, 726, 726, 726, 726, 726, 726, 726, 756, 726, 756, 726, 756, 726
31, 31, 366, 396, 366, 396, 366, 396, 396, 396, 396, 396, 366, 396, 366, 396, 726, 726, 726, 726, 726, 726, 726, 756, 726, 756, 726, 756, 726, 756
7, 31, 31, 31, 396, 366, 396, 366, 396, 396, 396, 396, 396, 366, 366, 366, 366, 602, 632, 602, 787, 757, 787, 757, 787, 757, 787, 757, 787, 757
8, 31, 31, 396, 366, 396, 396, 396, 396, 396, 396, 396, 366, 396, 366, 396, 366, 632, 602, 632, 757, 787, 757, 787, 757, 787, 757, 787, 757, 787
40, 40, 40, 396, 396, 396, 396, 396, 396, 366, 396, 366, 396, 366, 396, 366, 396, 602, 632, 757, 787, 757, 787, 757, 787, 757, 787, 757, 787, 757
40, 40, 43, 396, 366, 396, 366, 396, 366, 396, 366, 396, 366, 396, 366, 396, 757, 787, 757, 787, 757, 787, 757, 787, 757, 787, 757, 787, 757, 787
41, 43, 41, 43, 396, 366, 396, 366, 396, 366, 396, 366, 396, 366, 396, 757, 787, 757, 787, 757, 787, 757, 787, 757, 787, 757, 787, 757, 787, 757
12, 41, 43, 41, 227, 197, 197, 197, 197, 197, 366, 396, 366, 396, 366, 787, 757, 787, 757, 787, 757, 787, 757, 787, 757, 787, 757, 787, 757, 787
43, 43, 197, 227, 197, 227, 197, 227, 197, 227, 197, 396, 396, 396, 396, 396, 501, 531, 501, 531, 501, 531, 757, 757, 757, 787, 787, 787, 787, 888
227, 43, 43, 197, 227, 197, 227, 197, 227, 197, 351, 352, 351, 501, 501, 501, 531, 501, 531, 501, 531, 501, 531, 757, 709, 888, 709, 888, 709, 888
15, 227, 197, 227, 197, 227, 197, 197, 352, 351, 352, 351, 352, 352, 352, 352, 501, 531, 501, 531, 501, 531, 709, 709, 888, 709, 888, 709, 888, 709
16, 197, 197, 197, 197, 197, 197, 197, 197, 197, 227, 352, 351, 352, 352, 501, 531, 501, 531, 501, 531, 709, 709, 709, 888, 888, 888, 888, 888, 888
17, 48, 197, 197, 197, 197, 197, 197, 197, 197, 197, 197, 501, 531, 501, 531, 501, 531, 501, 531, 501, 650, 709, 709, 709, 709, 709, 888, 888, 888
48, 48, 48, 197, 197, 197, 197, 197, 197, 352, 351, 352, 531, 501, 531, 501, 531, 501, 531, 501, 650, 650, 650, 709, 709, 709, 709, 709, 888, 888
19, 49, 54, 49, 352, 49, 352, 351, 352, 351, 352, 351, 501, 620, 501, 620, 501, 620, 501, 620, 501, 739, 739, 739, 709, 709, 709, 709, 888, 888
20, 54, 49, 54, 49, 352, 49, 352, 351, 352, 351, 352, 352, 501, 620, 501, 620, 501, 620, 501, 620, 501, 739, 651, 651, 801, 709, 801, 888, 891
21, 49, 54, 49, 352, 352, 352, 351, 352, 351, 352, 352, 352, 352, 443, 531, 501, 531, 501, 620, 651, 651, 651, 651, 651, 709, 801, 709, 891, 891
22, 54, 49, 443, 351, 443, 351, 443, 351, 352, 352, 352, 473, 443, 473, 443, 502, 532, 502, 532, 651, 651, 651, 651, 773, 743, 773, 891, 895, 891
54, 54, 54, 351, 443, 351, 443, 351, 443, 352, 352, 352, 443, 473, 473, 473, 473, 473, 443, 473, 651, 651, 651, 773, 743, 773, 743, 895, 895, 895
54, 54, 54, 54, 351, 443, 351, 443, 351, 443, 473, 443, 473, 443, 473, 443, 473, 443, 473, 443, 776, 776, 776, 776, 773, 743, 895, 895, 895, 895
54, 54, 54, 54, 443, 351, 443, 351, 443, 473, 443, 473, 443, 473, 443, 473, 443, 473, 443, 776, 776, 776, 776, 776, 776, 776, 776, 895, 895, 895
54, 54, 54, 54, 473, 473, 473, 473, 473, 473, 537, 507, 537, 507, 537, 507, 537, 507, 537, 776, 776, 776, 776, 776, 776, 776, 776, 895, 776, 895
54, 54, 54, 54, 473, 473, 473, 473, 473, 473, 473, 443, 507, 537, 507, 537, 507, 537, 507, 776, 776, 776, 776, 776, 776, 776, 869, 899, 869, 899
54, 54, 54, 54, 473, 473, 473, 473, 473, 473, 443, 443, 443, 507, 537, 507, 537, 507, 537, 869, 899, 869, 899, 869, 899, 869, 899, 869, 899, 869
54, 54, 54, 54, 443, 443, 443, 443, 443, 443, 443, 443, 507, 537, 507, 537, 507, 537, 507, 899, 869, 899, 869, 899, 869, 899, 869, 899, 869, 899
